address,astrAmount,vestingMonths
WrTbSfrx11QMGwfn8GbmErX5PbsSEpEm1akkeyzbUNCF3Cs,29.54760196509803,7
XtT8aQNCYCJDw53T3xt2WBh3ZYWY74AgrJfJkH493zN6YEg,762.2589490241978,7
WmxKSedF9ZwVZDSWbfKDCuP9ZvMM6Wdg6jso1iPHh1kMY1x,1784.6258868830224,7
YYou8iYYk298sNwNsQd9ftcEGsGKuXy2nsk1K4xNpkXcnyb,363.5857464997876,7
bUfebYnUSk7Pd4hUnEfsfThmfFvsvQSYnXsmkFBWEQS9ZiS,22.273390338889846,7
ZCXzwj25Mbs8ZwhAjcTvdYZ6kmYGKBNk6Ypuw7CsFUUCU1C,11.041722148326815,7
YcQicwUwxqRDBopEsdd1kdaa9Be3xgEU172e8VQxCY7GuwK,0.0000001797392248889,7
Z8wjh7YXJisokoNeqGCBXGcU37E1W7GXrFpuz6TbvSD1oeV,0.017640892158157648,7
YdN4BSpCm1WiBAN56xeds5v6NKEqf6NNZ2S5a2CYBDEng54,2.0091758334434,7
YmoDvhXkp6JXWoB63oYWrJBFrnJwkKXr5Lob133iFP1pSHg,1.7640892158157648,7
XjKBsg8UvGYdVJeh8NUBB4UKM21J7o4J1UP9JVG3TU6ChyE,0.0000299079739224888,7
ac7KDvjNTgwBzqMwUzFo1M8pk1Bhg1dF1vNf7wA98mhD6Gr,0.056671212564972736,7
ZiHe6nBGr7k11GZXPR1j4biuWMw9DNK1X936wDn9pyv9R4c,171.20005786251284,7
ZHYrRtiexRL8PXgjev3CcmbbeX69Erw2q7jvBrRZANkKZYZ,1.6935256471831343,7
XYALgexCDH2aHva6W6A8osULCLyp3i3rCCZmThPiCfRNRD9,2.654369915249987,7
a8MutWLGKXrLAqnxoptmRQ56ffT2JZQeModru4wvBG4NvQR,1.7640892158157648,7
WSHwFc7JCpzJzSAbLqy1FcTJyjCmZXf4QJRn814A3FsoDVj,0.0000189323921767466,7
ataENekW4Am7CY1BxxU8mFyFtEA9kabpfJqKDF9iZQuSqHW,0.0000005797392248889,7
aWW8kXjGYySyLap6CZCaUEtc4cah5iRg5bAa7wHLA8bNpfn,31428.56522842774,7
WHqko9UZqBGv4dUihjVuMWkjMXdkPH5HPSTDdKowjVpSvzQ,86.76790763381931,7
YiRB4BL3Eb46Gstu1zufAEdCTfRjsREHTPGz2iNzh3sWAVr,114.31298118486156,7
XkPfB7HZcvUQQaJK8tyGBSgbJyAMHu297n5XDX9QYDTuLFS,74.83154302572542,7
ZeCHeRvLbjgQoNAMHUvjfk84EJNaHPirsZUsxA4HJ3fcUCA,21.36170913215626,7
W3UfxdN5FgZqbSFzBZ2re7ivTFW3kCZdjruN9S2Fg4ziN46,123.48624510710354,7
YgNsPLB1LVzeMZnwB4UWW8SbRitVxH5jzWT82V4tq4Fw1mj,0.000015465423554779,7
ZdpcNLPNTMZXMZwUQ1ynEeTCsGSy3zDWvsY5ud9PFPiSAVM,86.9695983397172,7
YgG1CPpJEqPTA7JhvrVrfbkVDTm6mQy3BrQ1ms2kAvypkzt,1764.0892158157649,7
ZAvin9PwDdqhsxEZsn32AErHvYhAj4tPunoifLzFxRuosxH,245.8832092256712,7
bQpDUs633WwivU5uQsLxqf5XNno8xgsQe5AmuzC35XHpgQs,105.84535294894589,7
YqrTrNzyjP1gbw31DrpdHiLsxqCxTYbCNruQrR6FCXNxFeD,21.903813648176444,7
Vyxp6DcCJST2z5Lz7EHe1gsZAxu2ToBkZvtZgqGto1aCvKG,176.4089215815765,7
bczJ6gamrvnTJ76ewyoDKbz4oUjSQBWv1Fwj4VxfSfnYGJQ,20.948559437812207,7
WovWh8HjaWXzUS4ks2aBHxee8gSzNT4mrG6CuPq2fb9bpB4,53.18728985684531,7
aNY3n4KnCbepMDbbaYkvcmRYFPT32MZNjPq5Dk6UQVUtjUC,0.8770870397408326,7
YhmNUMhAm27pYsnadDLmCVVPTZFexDETTq3T6pYr9TydcR1,2.3812772158157648,7
a59JBJ8wDU4GWEZEUJ4jbNydQWuGx19ofEuLxrB6arVBj9T,18.048027330013505,7
ZUMKSTi5e5pB1298Smi83B2qemsbqCtr47aMiuW4c5cyXkU,30.871561276775884,7
WmzKjpsNAjuT1HXZoQC5NeBFBbBEmbuV8s5HZiaLjZRAuvD,34.399739708407415,7
X7nPaZWVN8qgkoyiSKBCtzUwnoZm3avQzSmdgnXC5m6EqX6,5.292267647447295,7
amBApUNrKaHUHaam2KpkkFcvBu4RQ5SHLstnS4TTjzFkwYX,0.0000729107973922488,7
ZmED9qmFNKonrUyYU6qd1jQAc7Rccgit5N57NorC5dUgDdn,163.61306583012816,7
aUdAehUdRbTmosyjvJmQfn683n1ZWiL9Std9n2vG3KdogoW,136.84446079078823,7
bNmJ6PN2NpmpBG8rf1n6jQ1cyiXuwizwuTkMVmVw1bqdQam,0.0000876361839430626,7
W5GjHp4RzF5FbRmRsLTTJ38BDxeP2UWZrkPQt6Kdvk3Kaj5,0.21733139737490952,7
YhbDsit1AkAtT6nf2tYe1V1ntAh5tTMBhrUfroEUFE6MrFT,10.05530853014986,7
WvDBCXpoLJ9VG1amyjv6zF2XTU4mfRvPQz6qxxX9atRnF4D,180.66476936821607,7
XLBJzSgTsrWst4VhMAP6evGGHjk7g4V8gmt4YUuYkb25xA7,0.6879947941681483,7
ZYwLvcQ9Phqnu6XYV9Mm6JL6ediTvAKNpCAEcYdyUqr5Pas,0.7056356863263059,7
bJDye7uVsQbs2qYdF2C2DNv1sRt8sNzQXJrkBKz37L7dujw,219.3152880420547,7
WzrepRrYgAwiw1dTBtSV2K8Q5LCvSMM1LdBmKAqxvrTywua,0.17640892158157647,7
ZrgA6s9MskgWkR2bDafZsH8MXYCCd7DrfbxssDx1tqtPVEG,356.3460215947845,7
a13tTCmbMDg7tg5Dch4Xb3A2ThifikKZp1RiQDGJtvnEpoq,0.17640892158157647,7
VxFSAprVPQzehnDdfth46rEvTFuDJo5orNBSgRcj1NLWQ4f,890.8650539869613,7
Yt1knkoVo1e4Ya5YGUcZQh8EFvUacxmtZ1mvGMNoztYRMUj,35.63460215947845,7
YXTbhaFLPaKmokJkzvGoZnbZAfsoSADT1TE5vzoxPgC6nhZ,55.67906587418508,7
Zycr9pP4pg9UKaKx5QAcV49ow7W87cE2bJbpMfn4FKDWo6r,17.64089215815765,7
Wh2nf6F5ZNJguoQu22Z361xo6VFqX1Y2BuQMcJBSJxERh5E,19018.435024506895,7
XhAAGEet5CR4iEmeKoLWHFTmfxPhUrFsqyiXs5j9mgkTkvD,90.95732201206874,7
ZwnyE7BnmkTksGNaGZXeWe8o98hGHWyBERWoQduCquuRsgD,59.19798283743358,7
YRLpLpUscgpBwRc1qwF2NZZcUHzpwLrEWLQuoLYrmai6Bop,29.754892803164504,7
b21xygfahx9BeYVmqdzaXnJWXfGR8ggMBkUQjYHt8d1271L,1.7817301079739224,7
XWDs4RiaPWEpWFfnFSbDG24j13kAnGX7teR5fX2u9fHfKex,126.8380146171535,7
YudMUXFF8rgyr7r5XzfAm15v7msx8s3ZzcCBEEkgfLkxmEj,32.52605725191018,7
ZMQAJQkFSTWp9xv5APReP4qUxwQHv7xZzPcdYp7FTi2mf9X,17.817301079739227,7
Zvk8zRU5guMggTP2eJZX2Dsn8cEKJCJYooWw2cUjcGLeAfz,17.464482736576073,7
XYNJAyCtcfKKChGXXNJVCW7d7JUj9AQuj8vNVoBVTfrPJCH,167.58847550249765,7
bWoEYmyzaCMf7nRGbp98b9wK6iJk849UBXn9TF27CACPgy3,0.003420508036163563,7
XUVyjSXJPmVRfcn26PFwqx19PgmR69vDH63dpGRwG2WAJN7,0.008464110549485166,7
YBoqN8xKFSaTyHnD4vDYvPhxwoKYL1jgDeef4QbYUC5g67q,213.27309392447852,7
ZiPahHnNRVUZ4218CtD527aecG6XyKKwpj14GhnMZxABPY5,296.1970183220044,7
YEvCVRjdjy7VomTy9orDgaKsgHBxD7f5xcRSeFbB5z3pCv3,516.7017313124375,7
Yqojsj5cno5GLBjviNPCGWKEHtDXZmHGZB34UnvDw72U5Aq,53.451903239217676,7
Zy7BzeVH4owDdSe7nbxTjNwmqZ6Bc3QSkGxCFP4bDex8brP,819.5958496680044,7
Z9AndPXjFBUJ1aR6ZQDAic4wfLyR9zPjaBCwngKJrdjaCHT,105.12207637046143,7
XWtfsspFDz7mCNobsqp2za1e1R6hoR5DmEuRE8mdkt1qDbo,178.17301079739225,7
Xm5bJRNP1CTAFLGwVMAyp6zuy3s3ZVKJ3VzNbirRKgL8Y1V,17.817301079739227,7
XDdfyXeAezGFPHMQQeNLGKPMHPcWfypf1ozpW6eYyWpR9WG,0.0000384641867309458,7
apaNTC8x1KW5gCb8qetAS1swbvDSukoUJKzfyKy4UGnWYPY,6289.406000759971,7
ZXP1PbZDFAERGphy2zhKCAeSRyeX8a9nwFh7HsqqRPEuab1,356.34602149478447,7
Wqf9EbTdnR2HWVbansVnsm9WzfaiBbxctWXwos6rP5LSSv7,2646.133823723647,7
bVzxMKELvi7Lg2TRiAdqskgAhWR3marwVSNbGg8mZKP2neg,17.64089215815765,7
bF9gXSmifoE6pFEkhMvzdWo5Ca8qngsJwjtTnFASkETnCUM,5977.5359998,7
bR2TAHaZk5Sgdp8NQPhZ9FCsXTtSHQfHsgTqYmpM433VsFa,695.6166999,7
YSoGfTd1Ed8bH9Q7fHRD41Z8gmv1CX4ceRJjNXEsaduNref,75.232,7
aerRsAR8oK3VwiA1TtaqTbeMc9TMFFVXiuSkb44n3P2PxKn,3519.4769334581615,7
bLS4AXmmFSVnXWauycZqW8c3cZLFU71eXtTSRSfrZoQDChQ,91.68,7
WEAkPewUhAR2uuPeB5oG22hN85h8j1ZM9g9Q9MUCc6y3tZz,304.16,7
YcUAVSvs71XjHvmi5sUqo5dWHaoFwPoFxiACgcAi1Abv17g,15.7384,7
Z2U3HVkU3gChkwrLzfzURcq6KfAZpcraN8ivRPWLaNiSUet,190.9997998,7
aLkv4cJgamaw14Xq67RUwvbzUbdyxMQhEfSuNF892BdMKWy,912.5199993,7
XQBCVTSJxMPxcXR76E4K2fZbwxpQTrZiZJmXWkM29QcigvY,0.0009998,7
YknnL3TNwFqmaSUYVv5KzhctxeabbGeFUxLvKoqqkhu8XQe,6.8399998,7
XrH4T8NrDPC8YsSHNtYoVGKL5AW3p2jK5mskV7hKMmvZmjc,39.6084,7
beakUYJqSDByhzsoRC6MkYJwxpdV9BcZCxLCYr722ToowJh,88.16,7
XVX5QjUTky8nVFSt2zAiCd1AQFhkRy2AWVvsCi68tVhEiZJ,106.4,7
ZvWAknEzT6yMXhYZNAhsxrw89uVsBQniJfhEukpZfkQxhzC,30.4,7
abnZmaDiAN1dukesShqnpab6GNZQVAuEhZVE8WeBHLVYNhT,199.5,7
ZaFvSR1u3JArpeduwqUy2LukEmZCVxAvKbwYZpnFAZnYRWi,0.0099997,7
YXFnHs3EiLF2Q7CQztzTGZiexUgm4Z5A34JmKSwwTJJr7GM,33.3439997,7
bZ6EZXYpdVQetjZty7qQRYftF8VbZzQtrC3T7pLbvVucyRd,305.6,7
a6aNAQwGPPRzG2biE1JYgun5xKWZhQwEj3LHc53hsK8EZD5,32.4499999,7
ZvKssGRs4VMV4cXt8zggPX5SedrRnyMhaiD4WsB37uQW8Kh,152,7
XcpLBu5djEfujiczhMbLjXJPsEqpbsWQusxMW44EbajRfHF,60.8,7
ZNyQVa72ZtfQavSjvYrdSA6ZuVtQKShJ3FVPUzggMkS2CRD,34.22,7
ZCVXY3RdQaYxFYfUYdWgdh7NZFj3k8CszvH7w486EnyCJGd,152,7
XMUC5yszne1avDW5wBPsi8pTRLb8TGfnRcBjKsBxVrFaU8q,30.4,7
ZPsNwgVwv9cD4NiLP3R6UYxHWHqcqyWfhV1DAEsR2q1DUfk,3212.064,7
ags3CZ3FejgAWVTeiT6zGdax9qFzPN2mZCi71v9qLcoKekb,0.0009999,7
ajt94YrtLRTRrShYg7MeoCZ9Do61qPgN5ReEYWpyXoAyGhp,181.28,7
YXSPdLqW7fhiG9xMAUTcUNeVeXwCJj6mv2tCA9vpJWni2ZM,151.2,7
Z1uZUWfELYgHNsSf8C9CmdrxyRzFPAjHSYKoGspy2r7Know,26.144,7
bP72hzguoAotbqvjYqpzfohqt6yFMqZ2U2MxZf1269b7v5w,60.48,7
Z22iYZFbPYMAgvpF6ogJGhZQQfCtThtwgKTXGPXHXMDVHvi,46.2576,7
WSC24a4nAtY4FsYNULUzNgbHgPNEHj4RSLjTu3yD2dHs5Q9,33.1999999,7
bZPWumS2iLeTeZ1kDTz9zAZ3P9i2LNFXaKLGqHyTutirUFn,36.288,7
b4bvgBBxaXVMJG8JVoRY3vhZtHeki1rhCqoSYr5CKNwUbZc,64.864,7
XV7PDPFrN3RpL82kS1tEiMQuZi7KGo7v9bQXiw1nVoaoyzj,598.4,7
WEAGYzReyMMyx8a8s5c32x4c72w8yK2wHWmqdRKVKF3cgju,69.5517999,7
Zypkm1fL1VNtL9sGXKDQzmsq6MDFqFgq948SiAQ9s8BhHqB,60.8,7
Wa94FmbcUj98tSGZ6tZb5qUyW8pWTWeB7mZTsYszTcd9SXV,30.24,7
ZRasQfvXhmL4Lu5ucAQ4vZRA4fEy8awmDpNRQL9AhKLRtD6,37.4,7
YaH77ZdqqLm6tLPMxweBhaEdJWhg1fZmz2MKiEaojE8xjUA,149.6,7
aP8j33YB23pJsnsxWYMLLCng48Qa63fU5z1E3TMAFxZZr2K,36.652,7
aWh3M6e6deEYkN5HetcHsNcfcmBUYjmirQGtNB1zdQPBSNM,59.84,7
YsrPVhstotQd4oFx3iCtKMTBS1bydJVJbGZ2zPoprQ8cBqx,149.6,7
ZtpLoCTzqBcYV1BfYn6iKTficquk4R6PJTkei2vx1fCJfAP,50.5377993,7
ayuBUfi7eSVsrRaVCxTse9XATRi38QK33teFsZNh6KnqASN,231.3499999,7
be3BNkKXnbicRMKq6bSQqTsVqxcR29XpFwhsRDLG1rBmxSm,2532.7279988,7
WDVLAFvqAkoyGu6yxi8gqkxB6siXLwyxa5PDEfL5fpq8dvi,251.55752366059175,7
Z4Zc2KLKAwpN6tBEY7fit7XPcTi2CHx4rimewkgzgfNPCDi,1239.6184,7
YZTphfssfwLibfcozioAWkNifwjPJR1paP7myGUycESeT6F,1979.5,7
Wdrfmo9WETGnQVVkjqUsqVhs1wKmVBZQYaBC9KBVF6tp2Yk,102.816,7
Y2khcfzLhG1JEqKPEpRYoErNCzFHAK4MfaMoNbnNDs8AVAx,273.672,7
WPqi3P8vMejXJbaMVETTvaZVGd5s7958yU92dXiw53VJ8TL,328.5114988,7
bTQtWn83wyzUhnQoamuBXg3bmNqdGjj1aHbzYdHuQmxZ46J,60.8,7
X1iXFkpmRds9pHevWFrFFA1eWvvpALbMkrFGWjKigKGETdr,0.0000001,7
ZZYdbGA8zL9gJE7EcnLecuJX6E7L5hDhJht9zWF8uNqXjFM,35.872,7
W19Sa7uoaLGgqhYD3jSvWGpEQBXFcv4NsZYY72c9NkXmGMj,376.0613379,7
Xo53eLp1snsvrH3cjSDPy8Sj5bDXXFfQbpodQESifT4kyav,0.3229,7
bUVmJR3gu1hi9qa41pzFWWfFP4QVUYPyntNKjhort4BPovK,597.77437282,7
b7YKxJqaedHMS3KmPEUbEAeWocE1CnjFKUHxGAk1ajPEcHM,113.1098999,7
Yvk3F1rSEENG9uXBMB5dMqmi98tbDZrUdZxUifFMPRbanpz,1.9456,7
XYnDQhprRGrAQSoMZP62uejUpjNg9wPdk1TDAiBYfNWazJQ,0.0000002,7
W8kXpGc7m59FfQPjZP29W7AEb7Ja28awWAJZkHXXQAUAuA2,3300.48,7
WzEtCDeG6J4zAcWEPdFwV4ydnwuwFxNpq1gAWRFyaoPuRhN,564.9589999,7
anBZRhn1yUHCemx2wpyareKi6XPcsr123DSNG3GBgpanM9X,36.288,7
b915qTHN7mQHX2XqgbDocX6NaUYvGRG5ZDCZmCdqDWF5c8F,3.056,7
WFhrSpTXQ4NGHaJTkwGHXnQy7v2ivBmNtsFEwL57PaQX7fQ,43.8495999,7
XdZGXVBTueHS3GiPu3QEWkR5BXe813gUM1Mq2BMLoCqcdD9,154.4,7
ZqqN6hMpX3ZskUFpoHGH8jVEefDtvZWeJEBTXN5z4h2qHaY,63.7296,7
WGf1QGaumGVGTgdAmuv2c3u88XYD9mNvNkzhjJazeXxYkz9,132.8,7
ZpwXKZkXXMKpM3vNcoBYibvrarhiJtXiyuXPDi5ru3szJLm,44.27,7
XwEZNjZCoUVq75ZCbXMXLqe7daHbG125inMnPyQwRaJNn4A,33.664,7
WBb8t1duvfdNvDmZ1TqiFH1PxTYGUUvyreXQpoVyLKzw13a,411.1903996,7
WFwyQB7bxPoHCaPhhzxNRW2xvEkX4i1MGsXp92Yrykn8g2G,8.968,7
Xf1a9WFVvmpS2hKiHfUhxxx4VV2rArfG4NoVnkJTQKAfRKF,465.6,7
